run,fit1,node1,fit2,node2
2,497479,1.98991_0.00000_0.00000_0.99496_0.00000,198992,0.99496_0.00000_0.99496_0.00000_0.00000
2,198992,0.99496_0.00000_0.99496_0.00000_0.00000,198992,0.99496_0.00000_0.99496_0.00000_0.00000
2,198992,0.99496_0.00000_0.99496_0.00000_0.00000,198992,0.99496_0.00000_0.00000_0.00000_0.99496
2,198992,0.99496_0.00000_0.00000_0.00000_0.99496,198992,0.99496_0.00000_0.00000_0.00000_0.99496
2,198992,0.99496_0.00000_0.00000_0.00000_0.99496,198992,0.99496_0.00000_0.00000_0.00000_0.99496
2,198992,0.99496_0.00000_0.00000_0.00000_0.99496,0,0.00000_0.00000_0.00000_0.00000_0.00000
2,0,0.00000_0.00000_0.00000_0.00000_0.00000,0,0.00000_0.00000_0.00000_0.00000_0.00000
3,3084359,-0.99496_-3.97978_-0.99496_-2.98486_-1.98991,1790922,-0.99496_-2.98486_0.00000_-1.98991_-1.98991
3,1790922,-0.99496_-2.98486_0.00000_-1.98991_-1.98991,1492435,0.00000_-2.98486_-0.99496_-1.98991_-0.99496
3,1492435,0.00000_-2.98486_-0.99496_-1.98991_-0.99496,795967,-0.99496_-1.98991_0.99496_-0.99496_0.99496
3,795967,-0.99496_-1.98991_0.99496_-0.99496_0.99496,198992,0.00000_-0.99496_0.00000_0.00000_0.99496
3,198992,0.00000_-0.99496_0.00000_0.00000_0.99496,198992,0.00000_0.00000_0.00000_0.99496_0.99496
3,198992,0.00000_0.00000_0.00000_0.99496_0.99496,198992,0.99496_0.00000_0.00000_0.99496_0.00000
3,198992,0.99496_0.00000_0.00000_0.99496_0.00000,198992,0.99496_0.00000_0.00000_0.99496_0.00000
3,198992,0.99496_0.00000_0.00000_0.99496_0.00000,198992,0.00000_0.00000_0.00000_0.99496_-0.99496
3,198992,0.00000_0.00000_0.00000_0.99496_-0.99496,198992,0.99496_0.00000_0.99496_0.00000_0.00000
3,198992,0.99496_0.00000_0.99496_0.00000_0.00000,198992,0.99496_0.00000_0.99496_0.00000_0.00000
3,198992,0.99496_0.00000_0.99496_0.00000_0.00000,198992,0.99496_0.00000_0.99496_0.00000_0.00000
3,198992,0.99496_0.00000_0.99496_0.00000_0.00000,99496,0.99496_0.00000_0.00000_0.00000_0.00000
3,99496,0.99496_0.00000_0.00000_0.00000_0.00000,99496,0.00000_0.00000_0.00000_0.00000_0.99496
3,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
3,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
3,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
3,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
3,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
3,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
3,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
4,3084347,0.00001_-0.99496_1.98992_-0.99496_4.97469,2089409,2.98486_1.98991_-1.98991_1.98991_0.00000
4,2089409,2.98486_1.98991_-1.98991_1.98991_0.00000,1890418,1.98991_1.98991_-0.99496_2.98486_-0.99496
4,1890418,1.98991_1.98991_-0.99496_2.98486_-0.99496,696471,0.99496_1.98991_0.00000_0.99496_-0.99496
4,696471,0.99496_1.98991_0.00000_0.99496_-0.99496,596975,1.98991_0.99496_-0.99496_0.00000_0.00000
4,596975,1.98991_0.99496_-0.99496_0.00000_0.00000,397984,0.99496_0.99496_-0.99496_0.00000_-0.99496
4,397984,0.99496_0.99496_-0.99496_0.00000_-0.99496,198992,0.99496_0.00000_-0.99496_0.00000_0.00000
4,198992,0.99496_0.00000_-0.99496_0.00000_0.00000,198992,0.99496_0.00000_-0.99496_0.00000_0.00000
4,198992,0.99496_0.00000_-0.99496_0.00000_0.00000,198992,0.99496_0.00000_0.00000_0.00000_-0.99496
4,198992,0.99496_0.00000_0.00000_0.00000_-0.99496,198992,0.00000_0.00000_0.00000_-0.99496_-0.99496
4,198992,0.00000_0.00000_0.00000_-0.99496_-0.99496,198992,0.99496_0.00000_0.00000_0.00000_-0.99496
4,198992,0.99496_0.00000_0.00000_0.00000_-0.99496,198992,0.00000_0.00000_0.00000_-0.99496_-0.99496
4,198992,0.00000_0.00000_0.00000_-0.99496_-0.99496,198992,0.00000_0.00000_0.00000_-0.99496_-0.99496
4,198992,0.00000_0.00000_0.00000_-0.99496_-0.99496,99496,0.00000_0.99496_0.00000_0.00000_0.00000
4,99496,0.00000_0.99496_0.00000_0.00000_0.00000,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
4,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
4,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
4,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
5,1492435,-2.98485_1.98991_0.99496_0.00000_0.99496,1392939,-2.98486_1.98991_0.00000_-0.99496_0.00000
5,1392939,-2.98486_1.98991_0.00000_-0.99496_0.00000,795966,-1.98991_1.98991_0.00000_0.00000_0.00000
5,795966,-1.98991_1.98991_0.00000_0.00000_0.00000,696471,-1.98991_0.99496_-0.99496_0.00000_0.99496
5,696471,-1.98991_0.99496_-0.99496_0.00000_0.99496,596975,-1.98991_0.00000_-0.99496_0.00000_0.99496
5,596975,-1.98991_0.00000_-0.99496_0.00000_0.99496,397984,-0.99496_0.00000_-0.99496_-0.99496_0.99496
5,397984,-0.99496_0.00000_-0.99496_-0.99496_0.99496,198992,-0.99496_0.00000_0.00000_0.00000_0.99496
5,198992,-0.99496_0.00000_0.00000_0.00000_0.99496,198992,-0.99496_0.00000_0.00000_0.00000_0.99496
5,198992,-0.99496_0.00000_0.00000_0.00000_0.99496,198992,0.00000_0.00000_0.00000_0.99496_0.99496
5,198992,0.00000_0.00000_0.00000_0.99496_0.99496,198992,0.00000_0.99496_0.00000_0.99496_0.00000
5,198992,0.00000_0.99496_0.00000_0.99496_0.00000,198992,0.00000_0.99496_0.00000_0.99496_0.00000
5,198992,0.00000_0.99496_0.00000_0.99496_0.00000,198992,0.00000_0.99496_0.00000_0.99496_0.00000
5,198992,0.00000_0.99496_0.00000_0.99496_0.00000,198992,0.00000_0.99496_0.00000_0.99496_0.00000
5,198992,0.00000_0.99496_0.00000_0.99496_0.00000,198992,0.00000_0.00000_0.99496_0.99496_0.00000
5,198992,0.00000_0.00000_0.99496_0.99496_0.00000,198992,0.00000_-0.99496_0.99496_0.00000_0.00000
5,198992,0.00000_-0.99496_0.99496_0.00000_0.00000,198992,0.00000_-0.99496_0.99496_0.00000_0.00000
5,198992,0.00000_-0.99496_0.99496_0.00000_0.00000,198992,0.00000_-0.99496_0.99496_0.00000_0.00000
5,198992,0.00000_-0.99496_0.99496_0.00000_0.00000,198992,0.00000_-0.99496_0.99496_0.00000_0.00000
5,198992,0.00000_-0.99496_0.99496_0.00000_0.00000,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000
5,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000
5,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000
5,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000
5,198992,0.00000_-0.99496_0.00000_-0.99496_0.00000,99496,0.99496_0.00000_0.00000_0.00000_0.00000
5,99496,0.99496_0.00000_0.00000_0.00000_0.00000,99496,0.00000_0.99496_0.00000_0.00000_0.00000
5,99496,0.00000_0.99496_0.00000_0.00000_0.00000,99496,0.00000_0.00000_-0.99496_0.00000_0.00000
5,99496,0.00000_0.00000_-0.99496_0.00000_0.00000,99496,0.00000_0.00000_0.00000_0.00000_0.99496
5,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
5,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
5,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_0.00000_0.00000_0.00000_0.99496
5,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,3681334,2.98486_-3.97978_-1.98991_-1.98991_-1.98991,1492435,1.98991_0.00000_0.99496_0.99496_-2.98486
6,1492435,1.98991_0.00000_0.99496_0.99496_-2.98486,596975,0.99496_0.00000_0.00000_0.99496_-1.98991
6,596975,0.99496_0.00000_0.00000_0.99496_-1.98991,497479,1.98991_0.99496_0.00000_0.00000_0.00000
6,497479,1.98991_0.99496_0.00000_0.00000_0.00000,497479,1.98991_0.00000_-0.99496_0.00000_0.00000
6,497479,1.98991_0.00000_-0.99496_0.00000_0.00000,198992,0.99496_0.00000_-0.99496_0.00000_0.00000
6,198992,0.99496_0.00000_-0.99496_0.00000_0.00000,99496,0.00000_0.00000_-0.99496_0.00000_0.00000
6,99496,0.00000_0.00000_-0.99496_0.00000_0.00000,99496,0.00000_0.00000_-0.99496_0.00000_0.00000
6,99496,0.00000_0.00000_-0.99496_0.00000_0.00000,99496,0.00000_0.00000_-0.99496_0.00000_0.00000
6,99496,0.00000_0.00000_-0.99496_0.00000_0.00000,99496,0.00000_0.00000_0.00000_-0.99496_0.00000
6,99496,0.00000_0.00000_0.00000_-0.99496_0.00000,99496,0.00000_0.00000_0.00000_-0.99496_0.00000
6,99496,0.00000_0.00000_0.00000_-0.99496_0.00000,99496,0.00000_0.00000_0.00000_0.00000_0.99496
6,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
6,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
6,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
7,6865161,4.97469_0.99496_4.97469_-2.98486_2.98486,497479,0.00000_-1.98991_0.00000_0.99496_0.00000
7,497479,0.00000_-1.98991_0.00000_0.99496_0.00000,198992,0.00000_-0.99496_0.00000_0.99496_0.00000
7,198992,0.00000_-0.99496_0.00000_0.99496_0.00000,198992,0.00000_-0.99496_-0.99496_0.00000_0.00000
7,198992,0.00000_-0.99496_-0.99496_0.00000_0.00000,198992,0.99496_0.00000_0.00000_0.00000_-0.99496
7,198992,0.99496_0.00000_0.00000_0.00000_-0.99496,198992,0.99496_0.00000_0.00000_0.00000_-0.99496
7,198992,0.99496_0.00000_0.00000_0.00000_-0.99496,198992,0.99496_0.00000_0.00000_0.00000_-0.99496
7,198992,0.99496_0.00000_0.00000_0.00000_-0.99496,198992,0.99496_0.00000_0.00000_0.00000_-0.99496
7,198992,0.99496_0.00000_0.00000_0.00000_-0.99496,99496,0.00000_0.00000_0.00000_0.99496_0.00000
7,99496,0.00000_0.00000_0.00000_0.99496_0.00000,99496,0.00000_0.00000_0.00000_0.99496_0.00000
7,99496,0.00000_0.00000_0.00000_0.99496_0.00000,99496,0.00000_0.00000_0.00000_0.00000_0.99496
7,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
7,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
8,1492435,0.99496_2.98486_1.98991_0.00000_-0.99496,994958,0.00000_1.98991_1.98991_-0.99496_-0.99496
8,994958,0.00000_1.98991_1.98991_-0.99496_-0.99496,397984,-0.99496_0.00000_0.99496_0.99496_-0.99496
8,397984,-0.99496_0.00000_0.99496_0.99496_-0.99496,298488,-0.99496_0.00000_0.99496_0.99496_0.00000
8,298488,-0.99496_0.00000_0.99496_0.99496_0.00000,298488,-0.99496_-0.99496_0.99496_0.00000_0.00000
8,298488,-0.99496_-0.99496_0.99496_0.00000_0.00000,298488,-0.99496_-0.99496_0.99496_0.00000_0.00000
8,298488,-0.99496_-0.99496_0.99496_0.00000_0.00000,198992,-0.99496_-0.99496_0.00000_0.00000_0.00000
8,198992,-0.99496_-0.99496_0.00000_0.00000_0.00000,198992,-0.99496_-0.99496_0.00000_0.00000_0.00000
8,198992,-0.99496_-0.99496_0.00000_0.00000_0.00000,198992,0.00000_0.00000_0.00000_0.99496_-0.99496
8,198992,0.00000_0.00000_0.00000_0.99496_-0.99496,198992,0.00000_0.00000_0.00000_0.99496_-0.99496
8,198992,0.00000_0.00000_0.00000_0.99496_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
8,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
8,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
8,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
8,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
8,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
8,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
8,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
9,2288399,-2.98486_0.00000_2.98486_1.98991_-0.99496,1989912,-0.99496_-0.99496_2.98486_2.98486_0.00000
9,1989912,-0.99496_-0.99496_2.98486_2.98486_0.00000,1989908,0.99496_0.99496_0.99496_3.97978_-0.99496
9,1989908,0.99496_0.99496_0.99496_3.97978_-0.99496,1094454,0.99496_0.99496_1.98991_1.98991_-0.99496
9,1094454,0.99496_0.99496_1.98991_1.98991_-0.99496,994958,0.99496_0.00000_1.98991_0.99496_-1.98991
9,994958,0.99496_0.00000_1.98991_0.99496_-1.98991,994958,1.98991_0.99496_0.00000_1.98991_-0.99496
9,994958,1.98991_0.99496_0.00000_1.98991_-0.99496,696471,0.00000_0.99496_-0.99496_0.99496_-1.98991
9,696471,0.00000_0.99496_-0.99496_0.99496_-1.98991,596975,0.00000_1.98991_-0.99496_0.00000_-0.99496
9,596975,0.00000_1.98991_-0.99496_0.00000_-0.99496,397984,0.99496_0.99496_-0.99496_0.99496_0.00000
9,397984,0.99496_0.99496_-0.99496_0.99496_0.00000,298488,0.99496_0.00000_-0.99496_0.00000_-0.99496
9,298488,0.99496_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
9,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
9,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
9,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
9,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,0.00000_-0.99496_0.00000_0.00000_0.00000
9,99496,0.00000_-0.99496_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
10,2188905,-1.98991_0.99496_-1.98991_1.98991_-2.98486,1591931,-0.99496_0.99496_-1.98991_0.99496_-2.98486
10,1591931,-0.99496_0.99496_-1.98991_0.99496_-2.98486,994958,-0.99496_0.00000_-1.98991_0.99496_-1.98991
10,994958,-0.99496_0.00000_-1.98991_0.99496_-1.98991,795967,-0.99496_0.99496_-0.99496_1.98991_-0.99496
10,795967,-0.99496_0.99496_-0.99496_1.98991_-0.99496,596975,0.00000_0.99496_0.00000_0.99496_-1.98991
10,596975,0.00000_0.99496_0.00000_0.99496_-1.98991,298488,-0.99496_0.00000_-0.99496_0.00000_-0.99496
10,298488,-0.99496_0.00000_-0.99496_0.00000_-0.99496,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,198992,-0.99496_0.99496_0.00000_0.00000_0.00000
10,198992,-0.99496_0.99496_0.00000_0.00000_0.00000,99496,0.00000_0.00000_-0.99496_0.00000_0.00000
10,99496,0.00000_0.00000_-0.99496_0.00000_0.00000,99496,0.00000_0.00000_0.00000_-0.99496_0.00000
10,99496,0.00000_0.00000_0.00000_-0.99496_0.00000,99496,0.00000_0.00000_0.00000_0.00000_0.99496
10,99496,0.00000_0.00000_0.00000_0.00000_0.99496,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
10,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
11,5969713,4.97469_-2.98486_-0.99496_3.97978_-2.98486,2686376,0.00000_-3.97978_-2.98486_-0.99496_0.99496
11,2686376,0.00000_-3.97978_-2.98486_-0.99496_0.99496,1392939,0.00000_-0.99496_-2.98486_-1.98991_0.00000
11,1392939,0.00000_-0.99496_-2.98486_-1.98991_0.00000,1193948,0.99496_-0.99496_-2.98486_-0.99496_0.00000
11,1193948,0.99496_-0.99496_-2.98486_-0.99496_0.00000,596975,0.99496_0.00000_-1.98991_-0.99496_0.00000
11,596975,0.99496_0.00000_-1.98991_-0.99496_0.00000,497480,0.99496_0.99496_-0.99496_-0.99496_-0.99496
11,497480,0.99496_0.99496_-0.99496_-0.99496_-0.99496,497479,0.00000_0.00000_-0.99496_0.00000_-1.98991
11,497479,0.00000_0.00000_-0.99496_0.00000_-1.98991,497479,0.99496_0.00000_0.00000_0.00000_-1.98991
11,497479,0.99496_0.00000_0.00000_0.00000_-1.98991,497479,0.99496_0.00000_0.00000_0.00000_-1.98991
11,497479,0.99496_0.00000_0.00000_0.00000_-1.98991,298488,0.99496_-0.99496_0.00000_0.00000_-0.99496
11,298488,0.99496_-0.99496_0.00000_0.00000_-0.99496,298488,0.99496_-0.99496_0.00000_0.00000_-0.99496
11,298488,0.99496_-0.99496_0.00000_0.00000_-0.99496,198992,0.00000_-0.99496_-0.99496_0.00000_0.00000
11,198992,0.00000_-0.99496_-0.99496_0.00000_0.00000,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496
11,198992,0.00000_0.00000_-0.99496_0.00000_-0.99496,99496,0.00000_0.00000_-0.99496_0.00000_0.00000
11,99496,0.00000_0.00000_-0.99496_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
11,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
11,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,99496,-0.99496_0.00000_0.00000_0.00000_0.00000
11,99496,-0.99496_0.00000_0.00000_0.00000_0.00000,0,0.00000_0.00000_0.00000_0.00000_0.00000
