run,fit1,node1,fit2,node2
2,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
2,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
3,1790922,2.50000_0.51009_1.50504_0.51009_-0.48486,696471,3.49496_2.50000_0.51009_1.50504_1.50504
3,696471,3.49496_2.50000_0.51009_1.50504_1.50504,596975,2.50000_1.50504_0.51009_1.50504_2.50000
3,596975,2.50000_1.50504_0.51009_1.50504_2.50000,596975,2.50000_1.50504_0.51009_1.50504_2.50000
3,596975,2.50000_1.50504_0.51009_1.50504_2.50000,198992,1.50504_2.50000_1.50504_2.50000_2.50000
3,198992,1.50504_2.50000_1.50504_2.50000_2.50000,99496,2.50000_1.50504_2.50000_2.50000_2.50000
3,99496,2.50000_1.50504_2.50000_2.50000_2.50000,99496,2.50000_1.50504_2.50000_2.50000_2.50000
3,99496,2.50000_1.50504_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
3,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,3426817,0.49112_-2.50210_-2.50210_1.48889_1.48891,2867117,-0.50660_-2.50211_-3.49986_-0.50660_2.48665
4,2867117,-0.50660_-2.50211_-3.49986_-0.50660_2.48665,497480,3.49496_1.50504_1.50504_3.49496_3.49496
4,497480,3.49496_1.50504_1.50504_3.49496_3.49496,397984,3.49496_1.50504_1.50504_3.49496_2.50000
4,397984,3.49496_1.50504_1.50504_3.49496_2.50000,198992,3.49496_2.50000_2.50000_3.49496_2.50000
4,198992,3.49496_2.50000_2.50000_3.49496_2.50000,198992,3.49496_2.50000_3.49496_2.50000_2.50000
4,198992,3.49496_2.50000_3.49496_2.50000_2.50000,99496,3.49496_2.50000_2.50000_2.50000_2.50000
4,99496,3.49496_2.50000_2.50000_2.50000_2.50000,99496,2.50000_2.50000_2.50000_2.50000_1.50504
4,99496,2.50000_2.50000_2.50000_2.50000_1.50504,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
4,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,1790922,2.49999_-0.48486_0.51008_4.48991_1.50504,1293445,3.49496_0.51009_0.51009_4.48991_2.50000
5,1293445,3.49496_0.51009_0.51009_4.48991_2.50000,1094454,4.48991_0.51009_1.50504_3.49496_1.50505
5,1094454,4.48991_0.51009_1.50504_3.49496_1.50505,994958,3.49496_0.51009_2.50000_4.48991_1.50504
5,994958,3.49496_0.51009_2.50000_4.48991_1.50504,994956,2.50000_-0.48486_2.50000_3.49496_2.49999
5,994956,2.50000_-0.48486_2.50000_3.49496_2.49999,497480,3.49496_1.50504_3.49496_3.49496_3.49496
5,497480,3.49496_1.50504_3.49496_3.49496_3.49496,198992,1.50504_2.50000_2.50000_3.49496_2.50000
5,198992,1.50504_2.50000_2.50000_3.49496_2.50000,198992,1.50504_3.49496_2.50000_2.50000_2.50000
5,198992,1.50504_3.49496_2.50000_2.50000_2.50000,198992,1.50504_3.49496_2.50000_2.50000_2.50000
5,198992,1.50504_3.49496_2.50000_2.50000_2.50000,198992,2.50000_3.49496_1.50504_2.50000_2.50000
5,198992,2.50000_3.49496_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,99496,2.50000_2.50000_1.50504_2.50000_2.50000
5,99496,2.50000_2.50000_1.50504_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
5,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,3382847,-0.48486_0.51009_-1.47978_4.48991_3.49496,2785876,-0.48486_-0.48486_-0.48486_3.49496_2.49999
6,2785876,-0.48486_-0.48486_-0.48486_3.49496_2.49999,2586886,-0.48486_-0.48486_0.51009_4.48991_2.50000
6,2586886,-0.48486_-0.48486_0.51009_4.48991_2.50000,2487387,-1.47978_0.51009_0.51009_3.49496_2.50000
6,2487387,-1.47978_0.51009_0.51009_3.49496_2.50000,2387891,-1.47978_0.51009_0.51009_2.50000_2.50000
6,2387891,-1.47978_0.51009_0.51009_2.50000_2.50000,1790922,-0.48486_0.51009_0.51009_2.50000_1.50504
6,1790922,-0.48486_0.51009_0.51009_2.50000_1.50504,1392941,0.51009_0.51009_1.50504_1.50504_0.51009
6,1392941,0.51009_0.51009_1.50504_1.50504_0.51009,994958,1.50504_0.51009_1.50504_2.50000_0.51009
6,994958,1.50504_0.51009_1.50504_2.50000_0.51009,895462,2.50000_0.51009_2.50000_1.50504_0.51009
6,895462,2.50000_0.51009_2.50000_1.50504_0.51009,596975,2.50000_1.50504_1.50504_2.50000_0.51009
6,596975,2.50000_1.50504_1.50504_2.50000_0.51009,397984,1.50504_1.50504_1.50505_2.50000_1.50504
6,397984,1.50504_1.50504_1.50505_2.50000_1.50504,397984,1.50504_2.50000_1.50504_1.50504_1.50504
6,397984,1.50504_2.50000_1.50504_1.50504_1.50504,198992,1.50504_2.50000_1.50504_2.50000_2.50000
6,198992,1.50504_2.50000_1.50504_2.50000_2.50000,198992,1.50504_2.50000_2.50000_2.50000_1.50504
6,198992,1.50504_2.50000_2.50000_2.50000_1.50504,198992,1.50504_2.50000_2.50000_2.50000_1.50504
6,198992,1.50504_2.50000_2.50000_2.50000_1.50504,99496,2.50000_2.50000_2.50000_2.50000_1.50504
6,99496,2.50000_2.50000_2.50000_2.50000_1.50504,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
6,0,2.50000_2.50000_2.50000_2.50000_2.50000,0,2.50000_2.50000_2.50000_2.50000_2.50000
7,3499124,-3.49986_-1.50435_4.48213_-2.50211_-3.49986,2612237,-1.50435_-0.50660_2.48665_-3.49986_-3.49986
7,2612237,-1.50435_-0.50660_2.48665_-3.49986_-3.49986,2130041,-1.50435_-0.50660_1.48890_-3.49986_-3.49986
7,2130041,-1.50435_-0.50660_1.48890_-3.49986_-3.49986,1786472,0.49115_-1.50435_-0.50660_-3.49986_-4.49761
7,1786472,0.49115_-1.50435_-0.50660_-3.49986_-4.49761,1520404,0.49115_-1.50435_-1.50435_-3.49986_-3.49986
7,1520404,0.49115_-1.50435_-1.50435_-3.49986_-3.49986,1442902,-1.50435_-2.50210_0.49115_-4.49761_-3.49986
7,1442902,-1.50435_-2.50210_0.49115_-4.49761_-3.49986,1404151,-1.50435_-3.49986_0.49115_-4.49761_-3.49986
7,1404151,-1.50435_-3.49986_0.49115_-4.49761_-3.49986,1021830,-2.50210_-4.49761_-0.50660_-4.49761_-3.49986
7,1021830,-2.50210_-4.49761_-0.50660_-4.49761_-3.49986,794514,-3.49986_-4.49761_-2.50210_-2.50211_-1.50435
7,794514,-3.49986_-4.49761_-2.50210_-2.50211_-1.50435,744576,-3.49986_-3.49986_-1.50435_-2.50210_-2.50210
7,744576,-3.49986_-3.49986_-1.50435_-2.50210_-2.50210,717011,-3.49986_-4.49761_-1.50435_-3.49986_-3.49986
7,717011,-3.49986_-4.49761_-1.50435_-3.49986_-3.49986,628322,-3.49986_-4.49761_-2.50211_-2.50211_-3.49986
7,628322,-3.49986_-4.49761_-2.50211_-2.50211_-3.49986,600758,-3.49986_-4.49761_-3.49986_-3.49986_-4.49761
7,600758,-3.49986_-4.49761_-3.49986_-3.49986_-4.49761,600758,-3.49986_-4.49761_-3.49986_-3.49986_-4.49761
7,600758,-3.49986_-4.49761_-3.49986_-3.49986_-4.49761,589571,-2.50210_-3.49986_-3.49986_-4.49761_-3.49986
7,589571,-2.50210_-3.49986_-3.49986_-4.49761_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
7,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
7,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
7,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
7,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
7,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
7,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986,500882,-3.49986_-3.49986_-3.49986_-3.49986_-3.49986
